Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Start_Date,End_Date,NPL_Status,Remaining_Debt
3976,45296,140821361,13.8,2021-05-26,2025-07-27,Yo‘q,57915753.26
3977,11225,104936241,15.9,2021-11-10,2025-11-12,Yo‘q,42115436.97
3978,4441,158984133,23.1,2021-06-06,2024-08-02,Yo‘q,30225524.69
3979,39037,158112032,20.3,2023-12-02,2025-06-29,Yo‘q,54996836.98
3980,15733,329880859,13.7,2023-01-15,2026-05-12,Yo‘q,71979595.89
3981,10842,69301641,11.9,2024-05-28,2025-06-29,Yo‘q,30759160.09
3982,47492,262719881,14.2,2021-09-24,2026-03-08,Ha,150698841.61
3983,14539,185496232,15.2,2024-04-01,2027-03-23,Yo‘q,22073842.52
3984,20315,34719822,13.1,2022-07-16,2026-07-31,Yo‘q,8150255.68
3985,2253,286278040,22.6,2021-12-11,2026-06-19,Yo‘q,106464189.59
3986,42036,75557207,19.2,2024-01-03,2028-03-24,Yo‘q,28633719.41
3987,32878,76653699,26.4,2021-02-23,2025-09-18,Ha,72785915.99
3988,1516,320242405,15.7,2023-07-29,2028-01-02,Ha,260237784.44
3989,26189,331997318,12.9,2023-10-09,2025-04-27,Yo‘q,123614796.69
3990,46187,218176172,26.0,2023-07-06,2027-11-27,Yo‘q,89253244.82
3991,19166,178677835,20.8,2021-03-22,2023-12-09,Yo‘q,61101082.1
3992,37549,274855812,23.9,2021-11-07,2023-09-15,Yo‘q,52923744.49
3993,16701,335524152,29.1,2020-03-13,2021-08-27,Yo‘q,67228317.18
3994,29825,389665147,17.0,2020-02-18,2022-04-24,Yo‘q,108797111.12
3995,30115,394463778,13.9,2022-02-26,2024-08-23,Ha,271313607.05
3996,45964,315479142,23.9,2021-12-07,2025-12-07,Yo‘q,156166897.03
3997,12167,66411792,19.8,2024-06-09,2028-06-21,Yo‘q,26845860.32
3998,5363,417425005,20.8,2022-03-19,2023-07-05,Yo‘q,31863414.72
3999,41100,317684520,26.3,2020-03-31,2021-05-19,Yo‘q,78510019.64
4000,11617,133846179,22.9,2022-04-15,2023-07-21,Yo‘q,5869700.23
4001,20539,396100390,14.5,2023-04-17,2025-02-03,Ha,268023720.6
4002,48877,356349736,16.7,2020-03-19,2023-06-08,Yo‘q,152874923.59
4003,22550,19346486,28.5,2022-05-06,2024-10-10,Yo‘q,8105981.03
4004,2154,357985677,28.2,2020-06-18,2024-08-10,Yo‘q,177888793.45
4005,9080,421660322,21.1,2020-02-01,2023-11-15,Yo‘q,113916005.77
4006,1,221723042,26.2,2022-03-09,2027-02-10,Ha,186415524.25
4007,25047,137723355,14.8,2022-10-10,2024-10-03,Ha,100007761.89
4008,24924,234637341,24.8,2020-05-20,2023-06-08,Yo‘q,2686505.07
4009,42358,383547971,18.2,2023-08-26,2025-05-30,Yo‘q,157248456.51
4010,6220,1580287,16.8,2022-11-14,2025-06-21,Ha,1107796.16
4011,28852,206559013,21.9,2022-06-24,2027-01-30,Yo‘q,3777132.79
4012,4623,251402660,14.8,2021-03-23,2022-06-01,Ha,152703723.45
4013,42333,141707312,14.5,2022-10-25,2024-08-27,Yo‘q,9162088.91
4014,28004,308966986,12.7,2021-12-21,2025-10-21,Yo‘q,143699102.29
4015,10698,412834321,15.8,2020-09-03,2022-06-03,Yo‘q,87896206.57
4016,15179,290395029,14.1,2023-08-19,2026-12-23,Yo‘q,48531292.35
4017,30378,227530852,12.0,2022-07-29,2025-06-06,Ha,162824030.17
4018,39990,81286655,17.8,2022-11-18,2024-12-04,Ha,43124135.69
4019,25814,273920963,16.6,2021-06-18,2024-05-10,Yo‘q,22800214.76
4020,24768,76671077,27.1,2023-11-15,2026-05-08,Yo‘q,29021625.87
4021,23323,251368541,18.8,2022-09-14,2027-01-19,Ha,162884324.14
4022,2288,334226107,24.6,2021-08-23,2025-01-19,Ha,270775866.82
4023,3822,223395962,10.5,2021-10-14,2024-03-10,Ha,158838419.2
4024,5820,14066682,12.7,2022-09-27,2025-10-22,Yo‘q,2364470.97
4025,33511,129444719,15.4,2023-06-19,2025-07-01,Yo‘q,18104996.73
4026,37471,143927101,25.4,2022-05-27,2027-03-30,Yo‘q,2552417.31
4027,14776,108192070,24.7,2020-03-12,2025-02-15,Yo‘q,1043349.81
4028,6657,155488646,25.1,2020-01-24,2023-12-29,Yo‘q,922999.99
4029,49671,390736533,21.1,2023-11-28,2025-05-28,Yo‘q,133250472.03
4030,8863,224596314,20.5,2024-02-28,2026-12-13,Yo‘q,67520335.52
4031,32858,479138414,10.2,2021-04-23,2023-02-27,Yo‘q,103518255.95
4032,15025,462047907,13.4,2020-07-30,2023-11-08,Ha,321899782.84
4033,19922,389017859,16.9,2021-07-04,2025-05-02,Ha,237857398.22
4034,21547,121708608,15.9,2020-02-02,2023-09-28,Yo‘q,29972178.76
4035,13387,363493718,11.1,2022-08-14,2024-09-13,Yo‘q,23922305.08
4036,10530,331923940,22.6,2023-12-20,2027-02-28,Yo‘q,85779228.9
4037,37985,351564680,12.0,2021-11-11,2024-09-10,Yo‘q,106589659.79
4038,41010,307990744,21.5,2020-02-04,2022-11-17,Ha,219495166.65
4039,15472,315010257,17.8,2022-04-22,2025-04-21,Yo‘q,34319286.47
4040,37792,383252333,14.0,2021-02-22,2025-06-20,Yo‘q,163954713.94
4041,10335,321447051,14.8,2020-03-09,2021-10-14,Ha,244392047.24
4042,8117,101657819,15.4,2022-12-17,2027-09-30,Yo‘q,33590466.96
4043,18531,184578365,24.3,2020-05-13,2023-08-21,Yo‘q,874928.22
4044,8295,433669787,11.4,2021-01-26,2023-10-28,Yo‘q,164786443.11
4045,42323,189837499,20.2,2022-08-17,2023-12-29,Yo‘q,26297148.89
4046,32631,215324762,13.6,2024-05-25,2029-03-14,Ha,117098714.12
4047,42320,288457080,24.4,2022-06-05,2024-10-24,Yo‘q,123335704.13
4048,22833,131085271,26.1,2022-12-16,2025-10-24,Yo‘q,3633760.74
4049,16220,202761508,14.6,2022-06-25,2025-02-10,Yo‘q,74663673.01
4050,20766,402961219,28.2,2021-11-09,2024-08-18,Yo‘q,63470384.21
4051,7868,486806151,27.4,2021-05-22,2023-12-06,Yo‘q,223547075.57
4052,48534,449473251,10.3,2022-05-24,2026-10-10,Yo‘q,113731647.28
4053,34034,208823089,16.2,2021-10-01,2024-06-05,Ha,157544690.27
4054,13906,40909220,12.0,2024-03-17,2028-04-12,Yo‘q,4074884.66
4055,501,68383943,26.6,2024-02-23,2028-03-06,Yo‘q,6188244.07
4056,39540,122718858,18.0,2023-09-29,2026-10-03,Yo‘q,23351375.47
4057,35093,233714500,13.5,2021-04-27,2025-10-18,Yo‘q,5549204.15
4058,43039,445695798,29.6,2021-05-25,2023-02-12,Ha,264532126.87
4059,11821,366696903,16.6,2024-04-05,2029-01-05,Yo‘q,83211884.15
4060,16647,470759320,12.1,2023-04-28,2025-01-11,Yo‘q,217352408.42
4061,37670,488876658,13.0,2022-09-02,2025-02-23,Yo‘q,228439550.59
4062,34934,207220139,23.2,2022-04-23,2024-07-08,Yo‘q,24602596.98
4063,4316,256998227,12.8,2022-11-27,2027-03-29,Yo‘q,102250719.51
4064,31144,468054152,20.9,2020-11-04,2024-05-02,Yo‘q,71617176.65
4065,1056,92474077,27.0,2020-09-04,2023-04-26,Yo‘q,9642064.29
4066,34999,342685996,20.9,2021-06-21,2024-01-29,Yo‘q,75302647.98
4067,5630,112761940,15.0,2020-10-08,2024-05-05,Yo‘q,1389939.82
4068,1696,238855324,27.2,2024-02-17,2028-08-22,Yo‘q,68958976.83
4069,16765,268464537,21.7,2021-10-31,2026-09-09,Yo‘q,1486800.66
4070,22956,123866260,19.8,2020-12-18,2025-10-18,Ha,80222857.41
4071,28889,189465747,13.7,2020-06-01,2023-11-29,Yo‘q,71996728.87
4072,48852,439639824,10.0,2022-02-06,2023-06-03,Yo‘q,97794234.38
4073,20306,115229547,21.6,2021-08-14,2023-01-25,Yo‘q,8418580.73
4074,21116,320881162,19.4,2022-01-28,2025-09-14,Ha,271864385.26
4075,4003,391831948,11.2,2021-06-05,2023-02-08,Yo‘q,36734955.33
4076,8890,177559776,28.1,2021-08-04,2025-01-27,Yo‘q,7506380.63
4077,35533,252050287,18.2,2022-11-27,2026-09-30,Ha,221798834.99
4078,5348,467209358,19.8,2020-11-10,2025-11-09,Yo‘q,29756447.47
4079,25596,473380986,27.6,2022-09-05,2027-02-08,Yo‘q,191333369.54
4080,30201,375677107,21.1,2024-02-23,2028-08-11,Yo‘q,102065428.45
4081,8928,194794520,29.7,2021-04-12,2024-06-05,Yo‘q,18248375.97
4082,5569,55680603,21.3,2021-01-07,2022-11-07,Yo‘q,26488641.98
4083,29520,398910683,13.0,2020-01-17,2024-09-04,Ha,351981756.41
4084,4177,90075261,18.4,2024-02-14,2025-04-13,Yo‘q,18076970.19
4085,43403,157608059,25.8,2020-11-26,2022-08-16,Yo‘q,66016012.23
4086,18194,127387916,16.8,2020-11-28,2025-02-24,Yo‘q,62841504.54
4087,4667,101312943,28.9,2021-09-12,2024-01-20,Yo‘q,28232035.01
4088,30381,222997739,14.3,2020-02-06,2021-07-15,Yo‘q,44482267.14
4089,9213,268537109,17.5,2022-11-27,2025-04-30,Yo‘q,13049606.02
4090,13396,445803406,29.3,2021-02-16,2023-04-02,Yo‘q,9368834.43
4091,46924,367010093,18.4,2023-11-06,2026-03-27,Yo‘q,140663662.59
4092,38347,363632492,10.8,2022-08-30,2027-08-07,Yo‘q,109266110.99
4093,25700,455956114,29.7,2022-09-15,2027-08-19,Yo‘q,183037538.26
4094,10716,333641274,26.8,2024-03-10,2026-02-08,Yo‘q,119084695.11
4095,263,219401875,20.1,2020-08-27,2025-04-18,Yo‘q,60643925.88
4096,22927,125993822,12.5,2021-02-13,2022-06-17,Yo‘q,19404736.12
4097,15001,320814408,16.8,2022-06-28,2023-07-01,Yo‘q,135034557.39
4098,28852,59723316,15.7,2021-05-18,2023-03-17,Ha,54423226.34
4099,21688,316252326,21.2,2022-02-22,2023-05-21,Yo‘q,28147863.2
4100,49949,119824969,22.2,2020-04-25,2023-05-15,Ha,103631510.7
4101,49043,176665559,21.1,2022-02-09,2024-10-27,Yo‘q,6781501.99
4102,44065,68269000,18.1,2021-02-01,2025-08-23,Yo‘q,5079335.51
4103,13891,89842408,17.4,2023-12-14,2028-07-26,Yo‘q,20048501.66
4104,41637,133189678,14.7,2021-11-16,2026-10-12,Yo‘q,64510053.95
4105,31624,198811395,11.4,2023-02-24,2026-11-10,Ha,101196514.93
4106,17452,11594052,11.1,2021-07-15,2025-04-26,Yo‘q,2958233.72
4107,20147,499062307,14.6,2020-09-17,2024-11-01,Yo‘q,153516153.36
4108,26038,395035955,11.4,2022-03-09,2025-06-16,Yo‘q,57592323.02
4109,10257,470562079,13.2,2021-01-26,2025-08-05,Yo‘q,139286487.36
4110,20048,197864032,21.9,2021-12-09,2024-01-15,Yo‘q,62658296.01
4111,12259,92759652,19.5,2021-04-12,2023-11-27,Yo‘q,22571434.51
4112,30845,149500145,26.1,2020-05-02,2021-10-27,Yo‘q,28629300.7
4113,22464,380048769,18.5,2023-02-22,2026-04-02,Yo‘q,116403530.76
4114,45961,462854392,22.4,2023-07-08,2028-01-24,Yo‘q,103265149.76
4115,34931,385871775,20.1,2022-04-10,2026-05-10,Yo‘q,27852724.07
4116,2400,104749486,24.4,2022-10-16,2027-09-03,Yo‘q,41983294.93
4117,26572,181447966,11.4,2020-09-09,2022-01-14,Yo‘q,4734262.48
4118,28692,69786158,15.5,2023-01-25,2026-07-29,Yo‘q,11832664.78
4119,15021,48213585,25.8,2023-10-24,2027-02-28,Yo‘q,17184990.85
4120,35452,98772463,13.5,2023-12-14,2025-05-05,Yo‘q,44890803.1
4121,36667,485821635,19.1,2022-11-04,2027-02-15,Yo‘q,62233138.08
4122,20576,447139326,14.5,2020-10-21,2023-08-24,Yo‘q,10108360.98
4123,13301,68215158,19.1,2022-03-15,2024-10-30,Yo‘q,32604427.78
4124,47624,493778046,19.0,2023-01-08,2025-07-08,Ha,353652358.05
4125,26866,34109616,27.5,2023-08-11,2027-03-02,Yo‘q,4098148.42
4126,7654,240495199,20.3,2023-12-18,2025-06-01,Yo‘q,93901711.65
4127,26138,407373324,25.1,2020-11-19,2022-04-02,Yo‘q,64987428.91
4128,23416,358234972,15.2,2024-01-20,2028-08-26,Yo‘q,54775052.29
4129,857,80372062,23.0,2022-03-09,2024-01-12,Ha,73856921.08
4130,5883,220548128,13.9,2023-11-06,2026-01-08,Yo‘q,82568.73
4131,43997,414251509,20.0,2023-12-02,2027-02-16,Yo‘q,107778147.58
4132,46705,368836272,21.9,2020-09-08,2022-06-26,Yo‘q,21051437.32
4133,11517,52522245,20.5,2021-02-02,2023-07-18,Yo‘q,22474187.9
4134,26023,437164048,12.3,2022-10-16,2025-11-23,Yo‘q,78723176.48
4135,23628,2486552,25.5,2023-11-03,2026-03-19,Yo‘q,365086.79
4136,1719,166217941,22.7,2020-09-08,2021-12-27,Yo‘q,40484303.37
4137,31585,31188303,25.5,2020-01-09,2024-07-27,Yo‘q,6447789.79
4138,13396,334434405,27.8,2020-04-17,2023-02-01,Ha,189763913.57
4139,40835,289814669,22.8,2022-05-22,2027-04-12,Yo‘q,8953652.28
4140,30531,46605902,12.9,2020-01-24,2021-04-20,Yo‘q,8316362.35
4141,25282,120453855,19.9,2021-11-23,2026-10-08,Yo‘q,48860898.25
4142,44665,75328162,26.7,2020-08-22,2023-03-15,Yo‘q,1482168.19
4143,19789,170049831,12.6,2022-07-26,2027-04-21,Yo‘q,26639019.8
4144,44096,185177504,24.6,2020-07-27,2022-02-01,Yo‘q,17345737.28
4145,37457,12510748,23.2,2022-03-30,2026-03-09,Yo‘q,2893417.64
4146,26874,60619696,19.9,2021-08-10,2025-05-04,Ha,52868696.95
4147,12909,58408273,12.4,2021-12-17,2025-12-28,Yo‘q,18384599.84
4148,48652,266805854,27.2,2024-05-06,2027-08-22,Yo‘q,126168179.17
4149,1166,322355001,23.0,2022-10-07,2024-03-25,Yo‘q,113045206.55
4150,1028,226622647,29.8,2023-12-26,2025-07-10,Yo‘q,62766538.02
4151,41469,210204628,20.8,2020-03-14,2024-09-24,Yo‘q,73995080.67
4152,36212,444079069,13.5,2022-03-27,2025-10-13,Yo‘q,84670831.99
4153,26150,395816162,27.6,2021-01-30,2022-12-10,Yo‘q,6227449.18
4154,14467,159492477,23.0,2021-01-05,2025-05-24,Ha,96677145.58
4155,20409,208882480,22.6,2021-02-18,2025-08-08,Yo‘q,18814210.7
4156,8163,436781376,13.5,2024-01-06,2027-06-04,Yo‘q,55950823.7
4157,9593,344615918,26.8,2022-02-04,2025-06-03,Yo‘q,162705685.94
4158,42548,272780934,29.4,2023-03-30,2024-08-21,Yo‘q,56217915.84
4159,22021,320712434,10.5,2023-04-13,2027-06-02,Yo‘q,134781164.46
4160,19695,284682888,29.8,2021-03-20,2024-01-21,Yo‘q,91141410.71
4161,24241,13046010,11.5,2021-11-18,2026-10-15,Yo‘q,5875153.27
4162,20706,51674886,27.3,2024-06-16,2029-01-02,Yo‘q,23298214.83
4163,2151,191192366,11.0,2021-10-14,2025-04-12,Yo‘q,6394381.6
4164,15226,154988614,19.6,2021-06-11,2023-02-21,Ha,125141921.8
4165,24478,192852429,22.4,2024-03-10,2025-12-23,Yo‘q,9086959.81
4166,42277,101531181,25.4,2022-04-17,2024-07-06,Yo‘q,10381533.77
4167,28303,355798546,11.9,2022-10-13,2024-12-29,Ha,221091033.63
4168,22121,481948966,25.8,2023-04-22,2026-05-01,Ha,455226386.66
4169,3301,177232044,11.9,2024-02-06,2029-01-15,Yo‘q,7501901.51
4170,24880,113313416,11.9,2020-11-30,2022-04-06,Yo‘q,8822474.34
4171,8600,273414324,27.1,2021-09-04,2024-09-04,Ha,164556852.07
4172,43633,159763613,25.2,2020-10-06,2023-10-16,Yo‘q,64988067.36
4173,24824,434973892,23.6,2022-09-23,2026-03-16,Yo‘q,105565732.63
4174,25334,431444921,25.6,2020-01-30,2023-02-07,Yo‘q,145672870.47
4175,24096,34762914,12.7,2024-03-12,2027-07-18,Yo‘q,6776848.76
4176,18982,211005354,13.8,2023-09-29,2028-08-06,Yo‘q,52350418.84
4177,2800,128299630,17.4,2022-03-02,2026-02-16,Yo‘q,41819647.6
4178,45328,334499909,28.9,2023-06-22,2025-12-08,Yo‘q,31505857.51
4179,3716,30997498,14.1,2023-08-15,2025-12-17,Yo‘q,4907694.59
4180,31580,371011161,21.8,2023-02-19,2025-03-24,Yo‘q,77628596.87
4181,45429,334282084,26.2,2021-02-06,2024-11-27,Yo‘q,12925492.2
4182,49550,66091560,13.6,2023-06-12,2028-02-09,Yo‘q,21920322.57
4183,21343,299942240,14.9,2022-01-10,2026-10-15,Yo‘q,130496218.11
4184,20890,320530154,23.4,2021-01-01,2023-09-07,Yo‘q,157785718.8
4185,4870,215970672,15.3,2023-07-17,2025-09-21,Yo‘q,84620803.26
4186,41307,407647710,29.9,2022-11-25,2025-12-13,Yo‘q,187262540.16
4187,22497,142489667,24.8,2021-09-27,2026-06-02,Yo‘q,12088778.19
4188,19370,144493324,17.9,2022-01-06,2026-10-22,Ha,103999007.8
4189,35513,72526160,26.4,2020-03-09,2023-04-17,Yo‘q,20721072.74
4190,22911,155825416,27.7,2022-01-10,2024-09-20,Ha,129891566.05
4191,49871,286921770,18.3,2022-01-01,2024-04-20,Yo‘q,79488951.79
4192,23828,476933722,25.9,2020-04-02,2023-11-06,Yo‘q,119400140.19
4193,23126,27601313,22.7,2022-05-01,2023-06-21,Yo‘q,88571.68
4194,8147,326925501,28.3,2020-06-23,2022-02-28,Yo‘q,12042774.43
4195,40871,474828749,25.8,2021-06-09,2024-11-17,Yo‘q,181761553.72
4196,14563,40769599,24.0,2022-03-20,2025-01-17,Yo‘q,14495595.25
4197,9475,38368937,13.5,2020-05-17,2021-12-07,Yo‘q,9371504.3
4198,1042,330387417,26.9,2022-03-06,2024-09-03,Yo‘q,96861177.4
4199,17701,468846773,12.0,2024-06-12,2025-07-25,Yo‘q,166905820.89
4200,33174,337765210,24.5,2021-04-22,2022-11-06,Yo‘q,128871450.7
4201,46089,262477898,27.5,2024-01-03,2026-07-16,Yo‘q,98663189.08
4202,13174,137676889,13.8,2023-12-18,2025-01-04,Ha,90538785.56
4203,34745,414731208,19.1,2020-10-19,2025-01-05,Yo‘q,99463455.88
4204,43599,354853692,15.5,2020-10-19,2022-08-27,Yo‘q,87239590.95
4205,8178,475952574,22.3,2021-02-06,2023-12-24,Yo‘q,221999580.88
4206,32469,328573794,13.4,2024-04-09,2026-01-29,Yo‘q,53007646.53
4207,27936,344703814,17.8,2022-07-09,2027-05-26,Yo‘q,95273926.91
4208,49950,333715586,15.6,2023-11-29,2028-02-22,Yo‘q,148602935.65
4209,22190,281650735,15.9,2021-06-27,2026-05-07,Yo‘q,118952033.84
4210,2720,159693342,11.7,2022-05-11,2025-07-30,Yo‘q,48181250.77
4211,19166,207164946,26.1,2023-04-02,2027-01-24,Yo‘q,17353380.09
4212,25121,361224027,22.2,2020-03-08,2025-02-06,Yo‘q,83794931.57
4213,48752,194385042,15.0,2023-10-22,2028-06-03,Yo‘q,26849001.83
4214,40844,287271372,26.7,2020-06-06,2022-07-13,Ha,229028757.08
4215,10151,414429718,26.5,2021-02-13,2022-07-09,Yo‘q,97629707.92
4216,13401,277061809,19.7,2020-12-16,2025-07-14,Yo‘q,67637038.95
4217,14358,373179425,12.8,2022-11-24,2027-03-14,Yo‘q,132345532.13
4218,1388,22465800,27.1,2021-05-19,2022-11-01,Yo‘q,708418.94
4219,14427,42412815,10.1,2021-09-21,2025-09-21,Yo‘q,16125827.07
4220,23506,379446324,10.3,2021-05-28,2023-05-12,Yo‘q,142908550.79
4221,13554,50157527,28.5,2021-10-09,2026-07-05,Yo‘q,13289174.8
4222,40635,404029483,16.0,2020-11-28,2025-08-12,Yo‘q,46396440.36
4223,47625,227001075,19.0,2022-03-13,2027-02-15,Yo‘q,44078952.63
4224,43633,199173329,21.9,2022-12-28,2027-02-05,Yo‘q,30613981.85
4225,11390,394190664,27.3,2021-06-23,2024-01-20,Ha,344157125.86
4226,17872,240391438,13.9,2020-02-03,2023-04-09,Yo‘q,25089294.6
4227,1247,148258478,17.8,2020-09-26,2024-03-24,Yo‘q,34037599.55
4228,45201,477494928,27.4,2020-02-11,2022-02-14,Yo‘q,210559855.38
4229,9048,62676579,14.3,2023-01-06,2027-05-04,Yo‘q,26819438.09
4230,31081,499538145,23.3,2021-06-15,2025-07-30,Yo‘q,233622277.64
4231,15728,451014864,13.9,2020-01-20,2021-02-14,Yo‘q,68251429.12
4232,318,311055247,23.3,2024-04-21,2025-08-16,Yo‘q,21586171.8
4233,15201,304774890,25.7,2020-10-14,2023-07-04,Yo‘q,137933041.95
4234,5671,113752360,10.7,2024-02-17,2025-08-20,Yo‘q,20076457.15
4235,42596,378082383,17.6,2020-02-16,2025-02-06,Yo‘q,96641024.71
4236,16197,339069232,10.1,2023-07-18,2025-11-11,Yo‘q,114072524.27
4237,27259,382768374,26.2,2021-03-03,2024-12-08,Yo‘q,78295622.62
4238,3726,280735307,18.8,2023-01-31,2025-03-02,Yo‘q,74175501.8
4239,31728,151521786,26.2,2022-05-22,2024-09-19,Yo‘q,66334471.49
4240,11623,267047122,13.8,2024-05-29,2027-11-01,Yo‘q,129360253.26
4241,36544,329201815,28.0,2020-06-20,2023-01-29,Yo‘q,7221154.5
4242,46515,396519432,26.1,2020-10-20,2024-06-27,Yo‘q,68844941.26
4243,33446,255392170,29.3,2021-06-19,2025-02-14,Yo‘q,27128254.75
4244,48342,346971714,19.7,2021-01-31,2024-01-24,Yo‘q,143505361.69
4245,21987,92370851,27.2,2020-05-26,2023-01-31,Yo‘q,30650737.09
4246,18823,159900292,24.1,2022-07-12,2025-09-06,Yo‘q,69413965.58
4247,41162,60943665,17.4,2020-05-24,2024-03-27,Yo‘q,26959739.3
4248,6350,362423179,26.5,2022-07-20,2025-03-22,Yo‘q,137439154.23
4249,30717,330541361,19.0,2022-12-19,2027-01-20,Yo‘q,20772216.74
4250,23673,59486584,28.5,2023-03-14,2024-12-04,Ha,56447660.38
4251,14834,334707590,28.5,2023-12-28,2025-03-24,Yo‘q,24355168.13
4252,8534,144562653,14.6,2020-12-25,2024-05-02,Yo‘q,66274802.8
4253,5138,366742274,12.7,2024-02-16,2027-12-12,Yo‘q,93267602.42
4254,10957,318105585,23.4,2024-01-22,2026-09-22,Ha,210003386.14
4255,20457,28957564,26.3,2022-03-26,2024-03-27,Ha,18438753.15
4256,23180,99791085,28.2,2020-03-13,2021-03-13,Yo‘q,19295141.41
4257,752,339913811,17.3,2022-03-02,2023-03-18,Yo‘q,146834155.19
4258,509,249115982,16.7,2023-03-14,2027-09-10,Yo‘q,86625632.87
4259,37626,465987773,19.0,2024-02-10,2025-03-01,Ha,358410734.83
4260,21845,303099466,24.6,2024-03-26,2026-03-29,Yo‘q,137085884.46
4261,44740,5191959,21.0,2024-06-19,2027-04-23,Yo‘q,2301438.4
4262,49052,387308862,22.2,2024-01-10,2027-10-03,Yo‘q,45847345.2
4263,19400,433579568,27.1,2021-05-22,2023-06-18,Yo‘q,100024925.7
4264,11688,193353301,10.2,2021-11-11,2025-03-16,Ha,110954864.11
4265,8970,162317176,29.8,2022-09-30,2027-09-19,Yo‘q,17633966.03
4266,36106,229355963,25.7,2022-12-18,2025-01-15,Ha,170009057.02
4267,36475,457529512,28.4,2021-12-17,2024-01-01,Yo‘q,149525630.79
4268,47048,467263120,29.1,2020-11-28,2022-03-15,Yo‘q,71278638.5
4269,29287,113540453,24.5,2023-09-12,2026-02-20,Yo‘q,54266304.76
4270,40992,314048673,27.6,2024-02-27,2028-07-13,Yo‘q,81586359.33
4271,38782,148078167,25.8,2022-09-04,2025-01-10,Yo‘q,62922223.35
4272,25359,259765599,11.4,2020-04-09,2024-07-25,Ha,166508527.82
4273,3786,182808937,22.8,2022-05-08,2025-07-16,Yo‘q,65274798.12
4274,23595,330794930,29.3,2021-10-30,2025-05-28,Yo‘q,74716436.14
4275,3696,105190196,24.4,2020-04-24,2024-11-12,Yo‘q,8425520.97
4276,48592,44369239,17.4,2021-08-23,2026-05-28,Yo‘q,10614811.2
4277,42413,371485446,19.3,2022-06-27,2024-02-24,Yo‘q,150188716.62
4278,41983,448268726,16.1,2021-07-27,2025-08-18,Yo‘q,118216090.83
4279,16102,480596058,26.7,2023-06-24,2025-10-31,Yo‘q,181485106.22
4280,26688,476304481,26.2,2022-08-21,2026-01-26,Yo‘q,91297794.17
4281,11628,225762142,18.3,2023-10-13,2028-08-20,Yo‘q,91282739.42
4282,48352,77295362,13.9,2020-06-27,2021-07-24,Yo‘q,20132918.0
4283,18839,271285563,28.3,2022-12-18,2025-04-22,Yo‘q,116935279.85
4284,39413,149477960,10.1,2023-09-16,2026-12-15,Yo‘q,3420759.19
4285,9161,490256213,23.8,2021-07-31,2025-09-13,Yo‘q,37081215.42
4286,32573,415140887,27.4,2022-04-20,2025-09-24,Ha,223331011.14
4287,38187,462367258,25.3,2024-02-08,2025-07-09,Ha,237501220.04
4288,44239,348966698,10.9,2023-11-22,2027-03-18,Yo‘q,155719010.9
4289,20231,193261751,17.9,2021-11-16,2025-12-25,Yo‘q,64052195.57
4290,10933,106931219,21.2,2022-06-12,2024-07-05,Yo‘q,29814536.64
4291,3157,466930130,16.5,2022-03-05,2026-03-22,Yo‘q,4869889.96
4292,6401,222704252,13.2,2024-05-12,2028-06-17,Yo‘q,42730681.81
4293,19216,93092144,24.1,2021-05-07,2024-12-26,Ha,53227630.25
4294,12565,94607080,21.3,2022-11-13,2026-01-06,Yo‘q,41812562.1
4295,38555,123195581,10.8,2024-03-04,2025-08-06,Yo‘q,25048286.94
4296,17267,121514848,13.0,2022-08-25,2026-07-10,Ha,82289850.53
4297,47304,11436781,22.1,2022-04-25,2023-07-28,Yo‘q,5592555.55
4298,16051,209980722,23.8,2020-05-31,2022-04-26,Yo‘q,49233939.18
4299,43890,168434572,10.4,2024-01-13,2026-09-17,Yo‘q,26392711.47
4300,37603,113262584,27.3,2024-06-02,2026-06-25,Yo‘q,7447446.89
4301,5131,345126426,26.6,2020-02-21,2021-10-02,Yo‘q,85850931.99
4302,39352,150316072,11.7,2021-10-14,2024-03-11,Yo‘q,52747614.74
4303,15390,175017716,26.2,2020-07-09,2024-05-06,Yo‘q,31797282.55
4304,31025,174946231,10.2,2023-06-26,2026-06-16,Yo‘q,76306248.84
4305,46477,180338024,10.9,2023-09-16,2027-10-03,Yo‘q,86459292.17
4306,31399,51475424,13.2,2020-05-03,2025-02-03,Yo‘q,10819436.97
4307,18513,254387282,17.0,2021-07-30,2023-10-25,Yo‘q,5658046.41
4308,22259,86746005,26.2,2020-01-30,2024-09-17,Yo‘q,41219766.26
4309,1329,210752006,25.3,2020-09-30,2022-08-28,Yo‘q,102218240.08
4310,42461,303527137,17.7,2022-09-24,2025-01-05,Yo‘q,136749694.7
4311,20662,153137569,21.9,2023-05-05,2027-01-07,Ha,142118404.21
4312,5148,250882391,16.1,2020-02-02,2022-06-19,Yo‘q,88962313.95
4313,49380,389289455,18.2,2023-11-17,2024-12-08,Yo‘q,133669974.04
4314,24833,169313272,10.1,2021-11-23,2023-10-06,Ha,90148918.8
4315,14675,396132784,24.9,2022-03-26,2024-07-23,Yo‘q,122527900.43
4316,35177,85107782,23.7,2023-05-23,2027-12-27,Ha,43954168.81
4317,43681,217408582,26.3,2023-04-25,2025-05-21,Ha,195080911.93
4318,3401,120477265,27.9,2023-06-26,2025-10-30,Yo‘q,29555610.02
4319,49576,406203367,21.2,2021-02-04,2022-05-27,Ha,358318828.12
